function,k_samples,p_threshold,epsilon,seed,simple_regret,cumulative_regret,n_evaluations,total_time,best_value,final_domain_size
ackley2d,50,0.2,0.1,102,0.893619124840733,6128.811620771968,630,11.577450037002563,0.893619124840733,2500
ackley2d,50,0.2,0.1,103,0.893619124840733,6181.05251581604,630,10.300114393234253,0.893619124840733,2500
ackley2d,50,0.2,0.1,104,0.893619124840733,6138.781010987195,630,10.90105414390564,0.893619124840733,2500
ackley2d,50,0.2,0.1,105,0.893619124840733,6224.868124997377,630,11.81940746307373,0.893619124840733,2500
ackley2d,50,0.2,0.1,106,0.893619124840733,6124.990028027469,630,11.557265281677246,0.893619124840733,2500
ackley2d,50,0.2,0.1,107,2.354335340895578,6172.572218063557,630,10.293239831924438,2.354335340895578,2500
ackley2d,50,0.2,0.1,108,0.893619124840733,6146.940718500949,630,12.402878761291504,0.893619124840733,2500
ackley2d,50,0.2,0.1,109,0.893619124840733,6214.708802712565,630,9.84865951538086,0.893619124840733,2500
ackley2d,50,0.2,0.1,110,0.893619124840733,6212.7091216635945,630,10.283808946609497,0.893619124840733,2500
ackley2d,50,0.2,0.1,111,0.893619124840733,6188.411530349642,630,11.183679580688477,0.893619124840733,2500
ackley2d,50,0.2,0.1,112,2.354335340895578,6136.146819576784,630,11.45337986946106,2.354335340895578,2500
ackley2d,50,0.2,0.1,113,0.893619124840733,6098.202547651839,630,12.118149280548096,0.893619124840733,2500
ackley2d,50,0.2,0.1,114,0.893619124840733,6335.999356567267,630,11.75751280784607,0.893619124840733,2500
ackley2d,50,0.3,0.1,100,0.893619124840733,6081.205497394004,630,12.066757440567017,0.893619124840733,2500
ackley2d,50,0.3,0.1,101,2.354335340895578,6239.7899917746745,630,10.791874885559082,2.354335340895578,2500
ackley2d,50,0.3,0.1,102,0.893619124840733,6128.811620771968,630,11.504408597946167,0.893619124840733,2500
ackley2d,50,0.3,0.1,103,0.893619124840733,6181.05251581604,630,10.55855131149292,0.893619124840733,2500
ackley2d,50,0.3,0.1,104,0.893619124840733,6138.781010987195,630,11.44285535812378,0.893619124840733,2500
ackley2d,50,0.3,0.1,105,0.893619124840733,6224.868124997377,630,11.609224081039429,0.893619124840733,2500
ackley2d,50,0.3,0.1,106,0.893619124840733,6124.990028027469,630,12.386390686035156,0.893619124840733,2500
ackley2d,50,0.3,0.1,107,2.354335340895578,6172.572218063557,630,10.820250988006592,2.354335340895578,2500
ackley2d,50,0.3,0.1,108,0.893619124840733,6146.940718500949,630,13.363680839538574,0.893619124840733,2500
ackley2d,50,0.3,0.1,109,0.893619124840733,6214.708802712565,630,9.716176509857178,0.893619124840733,2500
